miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
91602;WpKepnoSport;PL0847A;Kępno ul. Sportowa;WpTarPodZach;2023-09-12;;tło;miejski;wolnostojący pobornik pyłu;Kępno ul. Sportowa;;51.282994;17.986739
91556;WpKolo31186;;Koło, ul. Sportowa;;2003-04-14;2004-12-31;tło;miejski;w budynku;ul. Sportowa;;-999.0;-999.0
94881;WpKonin31017;;Konin, ul. Wieniawskiego 8;;2003-04-25;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Wieniawskiego 8;;-999.0;-999.0
94881;WpKonin31018;;Konin, ul. Leśna 23;;2003-04-14;2004-12-31;tło;miejski;w budynku;ul. Leśna 21;;-999.0;-999.0
94881;WpKoninStaszica;;Konin, ul. Staszica 16;;2004-03-01;2005-12-31;tło;miejski;w budynku;ul. Staszica 16;;-999.0;-999.0
94881;WpKoniWyszyn;PL0031A;Konin, ul. Wyszyńskiego;WpKonin311009D009102;2003-03-03;;tło;miejski;kontenerowa stacjonarna;ul. Wyszyńskiego 3;;52.22565;18.268927
94649;WpKoscian41251;;Kościan, ul Piaskowa 42a;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Piaskowa 42a;;-999.0;-999.0
94649;WpKoscianMayMOB;PL0848A;Kościan, ul. Maya;;2023-02-16;2024-12-18;tło;miejski;mobilna;ul. Maya;;52.090436;16.636381
95254;WpKozieosLes;PL0700A;Koziegłowy, os.Leśne;;2018-01-01;;tło;miejski;kontenerowa stacjonarna;osiedle Leśne 22;;52.449295;16.999634
91992;WpKrotoOlimpMOB;PL0861A;Krotoszyn, ul. Olimpijska;;2024-12-19;;tło;miejski;mobilna;ul. Olimpijska 10;;51.697308;17.441263
91992;WpKrotoszyn25315;;Krotoszyn, ul. Floriańska 10;;2003-04-14;2005-12-31;tło;miejski;w budynku;ul. Floriańska 10;;-999.0;-999.0
94101;WpLeszKiepur;PL0570A;Leszno, ul. Kiepury;WpLesznoPM10/11;2011-11-01;2023-12-07;tło;miejski;wolnostojący pobornik pyłu;ul. Kiepury 45;;51.840461;16.605044
94101;WpLeszno411000;PL0465A;Leszno, ul Paderewskiego 8;;2003-01-01;2011-10-31;tło;miejski;kontenerowa stacjonarna;ul. Paderewskiego;;51.847778;16.574722
94101;WpLeszno41501;;Leszno, ul. Krótka 5;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Krótka 5;;-999.0;-999.0
94101;WpLesznoOkrezna;;Leszno, ul. Okrężna;;2005-01-01;2005-12-31;tło;miejski;w budynku;ul. Okrężna;;51.492653;16.345727
94101;WpLesznPrusa;PL0850A;Leszno, ul. Bolesława Prusa;WpLeszKiepur;2023-12-08;;tło;miejski;wolnostojący pobornik pyłu;ul. Bolesława Prusa 33;;51.833683;16.592122
95371;WpLubon63217;;Luboń, ul. Powstańców Wlkp 42;;2003-01-02;2005-12-31;tło;miejski;w budynku;ul. Powstańców Wlkp;;-999.0;-999.0
91257;WpMosinaCzer;PL0798A;Mosina, ul. Czereśniowa;;2020-11-16;;tło;miejski;kontenerowa stacjonarna;ul. Czereśniowa 4;;52.241497;16.865125
91633;WpNoTomSzpit;PL0571A;Nowy Tomyśl, ul. Sienkiewicza;WpNowyTomyslPM10/11;2012-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Szpitalna;;52.316748;16.142154
94675;WpNoweSkalmierzyce;;Nowe Skalmierzyce, ul. Okólna 8;;2002-06-01;2003-12-18;tło;miejski;w budynku;ul. Okólna 8;;-999.0;-999.0
91633;WpNTomysl63700;;Nowy Tomyśl, ul. Poznańska 30;;2003-01-01;2004-12-31;tło;miejski;w budynku;ul. Poznańska;;-999.0;-999.0
95067;WpOborniki63;;Oborniki;;2004-02-01;2004-12-31;tło;miejski;w budynku;ul. Piłsudskiego 76;;-999.0;-999.0
93265;WpOdolanow;;Odolanów;;2004-01-01;2004-12-31;tło;miejski;w budynku;ul. Krotoszyńska 121;;-999.0;-999.0
97755;WpOpatowek;;Opatówek;;2005-01-01;2005-12-31;tło;miejski;w budynku;;;51.442521;18.125621
94577;WpOstrowWlkp.25103;;Ostrów Wlkp.,ul. Rowińskiego 3;;2003-04-14;2005-12-31;tło;miejski;w budynku;ul. Rowińskiego 3;;-999.0;-999.0
94577;WpOstWieWyso;PL0179A;Ostrów Wielkopolski, ul. Wysocka;WpOstrowWlkpPM10;2004-09-03;2024-03-27;tło;miejski;wolnostojący pobornik pyłu;ul. Wysocka 57;;51.637636;17.823306
92799;WpPiaskiKrzy;PL0247A;Piaski, Krzyżówka;WpWKP004;2005-01-01;;tło;pozamiejski;kontenerowa stacjonarna;Piaski 10;;52.501318;17.773175
92332;WpPila57192;;Piła, ul. Okrzei 8;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Okrzei 8;;-999.0;-999.0
92332;WpPilaKusoci;PL0468A;Pila, ul. Kusocińskiego;WpPila5710111;2003-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kusocińskiego 10A;;53.154408;16.759572
95704;WpPleszAlMic;PL0624A;Pleszew, Al. Mickiewicza;WpPleszewPM10/14;2014-11-24;;tło;miejski;wolnostojący pobornik pyłu;al. Mickiewicza;;51.884922;17.791106
94872;WpPoznan63003;;Poznań, ul. Rycerska 10;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Rycerska 10;;-999.0;-999.0
94872;WpPoznan63043;;Poznań, ul. Polna 33;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Polna 33;;-999.0;-999.0
94872;WpPoznan63047;;Poznań, os. Armii Krajowej 100;;2003-01-01;2004-12-31;tło;miejski;w budynku;os. Armii Krajowej;;-999.0;-999.0
94872;WpPoznan63097;;Poznań, ul. Kościuszki 118;;2003-01-02;2004-12-31;tło;miejski;w budynku;ul. Kościuszki;;-999.0;-999.0
94872;WpPoznan63099;;Poznan, ul. Słowiańska 78;;2003-01-02;2004-12-31;tło;miejski;w budynku;ul. Słowiańska;;-999.0;-999.0
94872;WpPoznan63117;;Poznań, ul. Kościuszki 92/98;;2003-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Kościuszki 92/98;;-999.0;-999.0
94872;WpPoznan63123;;Poznan, ul. Chłapowskiego 12;;2003-01-02;2004-12-31;tło;miejski;w budynku;ul. Chłapowskiego 12;;-999.0;-999.0
94872;WpPoznanPM10szpital;PL0180A;Poznan, ul. 28czerwca1956;;2004-04-01;2009-12-31;tło;miejski;BRAK DANYCH;ul. 28 Czerwca 1956 135/147;;52.389444;16.920833
94872;WpPoznDabrow;PL0245A;Poznań, ul. Dąbrowskiego;WpWKP002;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Dąbrowskiego 169;;52.420319;16.877289
94872;WpPoznPolank;PL0244A;Poznań, ul. Polanka;WpWKP001;2005-01-01;2022-07-29;tło;miejski;kontenerowa stacjonarna;ul. Polanka;;52.398175;16.959519
94872;WpPoznRatajeMOB;PL0713A;Poznań - RatajeMOB;;2019-01-01;2021-02-28;tło;miejski;mobilna;Żelazna;;52.391728;16.998578
94872;WpPoznSpycha;PL0572A;Poznań, ul. Spychalskiego;WpPoznanPOSIRPM10/11, WpPoznChwial;2012-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Spychalskiego 34;;52.392866;16.928442
94872;WpPoznSzwajc;PL0800A;Poznań ul. Szwajcarska;;2022-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Szwajcarska;;52.390879;16.998053
94872;WpPoznSzyman;PL0181A;Poznań, ul. Szymanowskiego;WpPoznanSzymanowskiego17;2004-04-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Szymanowskiego 17;;52.459192;16.9062
95331;WpRawicz41303;;Rawicz, Wały Dąbrowskiego 2;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Wały Dąbrowskiego 2;;-999.0;-999.0
95769;WpSwarzedz;;Swarzędz, ul. Mielżyńskiego 1;;2005-01-01;2005-12-31;tło;miejski;w budynku;ul. Mielżyńskiego 1;;-999.0;-999.0
95769;WpSwarzedz63224;;Swarzędz, ul. A.Mickiewicza 1;;2003-01-01;2005-12-31;tło;miejski;w budynku;ul. A.Mickiewicza;;52.244133;17.044071
91336;WpSzamotKollMOB;PL0801A;Szamotuły, ul. Kołłątaja;WpSzamotuMOB;2021-03-01;2023-02-16;tło;miejski;mobilna;ul. Kołłątaja 1;;52.612277;16.58815
91336;WpSzamotuly63602;;Szamotuły, ul. Dworcowa 28;;2003-01-01;2004-12-31;tło;miejski;w budynku;ul. Dworcowa;;-999.0;-999.0
95202;WpTarPodZach;PL0532A;Tarnowo Podgórne, ul. Zachodnia;WpTarnowoPodgornePM10/10;2010-01-01;2022-08-10;tło;podmiejski;wolnostojący pobornik pyłu;ul. Zachodnia;;52.467407;16.645903
91379;WpTurek31046;;Turek, ul. Uniejowska 1a;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Uniejowska 1a;;-999.0;-999.0
93446;WpWagrowiec57203;;Wągrowiec, ul. Krótka 4;;2003-04-22;2004-12-31;tło;miejski;w budynku;ul. Krótka 4;;-999.0;-999.0
93446;WpWagrowLipo;PL0533A;Wągrowiec, ul. Lipowa;WpWagrowiecPM10/10;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Lipowa;;52.815262;17.208381
97332;WpWKP003;PL0246A;WKPMscigniew;;2005-01-01;2010-10-31;tło;pozamiejski;kontenerowa stacjonarna;;;51.894722;16.296944
94109;WpWKP008;;WKPKalisz-Nowy Swiat;;2004-04-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Nowy Swiat;;-999.0;-999.0
91945;WpWKP009;;WKPPiotrkowice09;;2009-01-01;2014-01-01;tło;pozamiejski;kontenerowa stacjonarna;;;52.353806;18.345576
92708;WpWKP010;;WpWKPAdamów10;;2009-01-01;2014-12-18;tło;pozamiejski;kontenerowa stacjonarna;;;52.153849;18.362573
94894;WpWrzesnia63346;;Września, ul. Legii Wrzesińskiej 22;;2003-01-01;2005-12-31;tło;miejski;w budynku;ul. Legii Wrzesińskiej;;-999.0;-999.0
100227;ZpDabkiSztorMOB;PL0849A;Dąbki, ul. Sztormowa;;2023-12-20;2024-12-18;tło;miejski;mobilna;ul. Sztormowa;;54.377492;16.310728
101120;ZpGolGoleniowWSSE;;Goleniów;;1992-01-01;2005-01-01;tło;miejski;w budynku;ul. Pocztowa 36;;53.5635;14.833255
101498;ZpGryfGryfinoDO;PL0469A;Gryfino;;2004-01-01;2012-01-01;tło;miejski;kontenerowa stacjonarna;ul. Słowackiego;;53.248333;14.493611
101796;ZpGryficeWSSE;;Gryfice;;1992-01-01;2003-12-31;tło;miejski;w budynku;ul. 11 Listopada;;53.91257;15.1929
101498;ZpGryfinoWSSE;;Gryfino_Flisacza;;1992-01-01;2003-12-31;tło;miejski;w budynku;ul. Flisacza 6;;53.261896;14.493203
101413;ZpGryfMarwiceDO;PL0314A;Marwice;;2008-01-01;2012-01-01;tło;pozamiejski;kontenerowa stacjonarna;;;53.165;14.413889
99509;ZpGryfStokiDO;PL0470A;Stoki;;2004-01-01;2012-01-01;tło;pozamiejski;kontenerowa stacjonarna;;;52.946944;14.342222
101157;ZpKamKamienPWSSE;PL0471A;Kamień Pomorski;;1992-01-01;2010-01-01;tło;miejski;w budynku;ul. Wolińska 7;;53.96189;14.77514
101157;ZpKamSzpitalMOB;PL0815A;Kamień Pomorski, ul. Szpitalna;;2021-12-21;2022-12-28;tło;miejski;mobilna;Szpitalna 14;;53.969714;14.776139
99573;ZpKolKasprowMOB;PL0802A;Kołobrzeg_KasprowiczaMOB;;2021-01-12;2021-12-21;tło;miejski;mobilna;ul. Jana Kasprowicza;;54.182603;15.579936
99573;ZpKolKolobrzegWSSE;PL0472A;KołobrzegWSSE;;2004-02-24;2010-01-01;tło;miejski;w budynku;ul. Zdrojowa 3;;54.183299;15.568399
99573;ZpKolobrzegWSSE_1;;KołobrzegWSSE_1;;1992-01-01;2003-09-18;tło;miejski;w budynku;ul. Rodziewiczówny 13a;;54.184861;15.562999
99573;ZpKolobrzegWSSE_2;;KołobrzegWar;;1992-01-01;2003-12-31;tło;miejski;w budynku;ul. Waryńskiego;;54.180105;15.572321
99573;ZpKolZolkiew;PL0702A;Kołobrzeg, ul. Żółkiewskiego;;2018-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Żółkiewskiego;;54.179324;15.596342
101101;ZpKoszalinWSSE;PL0299A;Koszalin_Żwirowa;;2004-01-01;2010-01-01;tło;miejski;w budynku;ul. Zwycięstwa 136;;54.190258;16.196066
101101;ZpKoszArKraj;PL0298A;Koszalin, ul. Armii Krajowej;ZpKoszalin005;2006-10-05;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Armii Krajowej;;54.193986;16.172544
101101;ZpKoszChopin;PL0756A;Koszalin, ul. Chopina;;2019-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Chopina 42;;54.194114;16.211672
101101;ZpKoszSpasow;PL0500A;Koszalin, ul. Spasowskiego;ZpKoszalin006;2009-12-22;;tło;miejski;wolnostojący pobornik pyłu;ul. Spasowskiego 2f;;54.207151;16.193236
101101;ZpKoszWSSEMors;;KoszalinMorska;;1992-01-01;2004-01-01;tło;miejski;w budynku;ul. Morska 43;;54.199585;16.162706
101101;ZpKoszWSSEMtCas;;KoszalinMonteCasino;;1992-01-01;2003-10-31;tło;miejski;w budynku;ul. Monte Casino 9;;54.197191;16.188195
99662;ZpMysDebnoWSSE;;Dębno;;1992-01-01;2007-01-01;tło;miejski;w budynku;ul. Gorzowska 3;;52.740653;14.713149
99824;ZpMyslMWSSE;;Myślibórz_Rynek;;1992-01-01;2003-12-31;tło;miejski;w budynku;ul. Rynek im. Jana Pawła II 1;;52.924613;14.865751
99824;ZpMyslZaBram;PL0534A;Myślibórz, ul. Za Bramką;ZpMysMysliborz007;2010-04-20;;tło;miejski;wolnostojący pobornik pyłu;ul. Za Bramką 8;;52.926283;14.862809
99824;ZpMysMysliborzWSSE;;Myślibórz;;2004-01-01;2007-01-01;komunikacyjna;miejski;w budynku;ul. Piłsudskiego 12;;52.916003;14.857194
99326;ZpPolczSolanMOB;PL0774A;Uzdrowisko_Połczyn-Zdrój;;2020-01-07;2020-12-31;tło;miejski;mobilna;ul. Solankowa 8;;53.755652;16.089278
99326;ZpPolczynZdrWSSE;;Połczyn;;1992-01-01;2003-09-27;tło;miejski;w budynku;ul. Solankowa;;53.766389;16.0975
100183;ZpPolPoliceWSSE;;Police;;1992-01-01;2007-01-01;tło;miejski;w budynku;ul. Siedlecka 2;;53.546878;14.561364
99215;ZpStarLipnikDO;PL0473A;Lipnik;;2004-01-01;2012-01-01;tło;pozamiejski;kontenerowa stacjonarna;;;53.341667;14.963889
98313;ZpStarStargardWSSE;PL0474A;Stargard Szczeciński;;1992-01-01;2010-01-01;komunikacyjna;miejski;w budynku;ul. Czarnieckiego 34;"Wybrano miejscowość SIMC: Stargard (0979596). Podstawa korekty: GIOŚ używa historycznej nazwy Stargard Szczeciński; aktualny SIMC: Stargard. Dodatkowe uwagi: zmiana nazwy historycznej.";53.337415;15.039209
99495;ZpSwinBialorMOB;PL0862A;Świnoujście, ul. Białoruska;;2024-12-18;;tło;miejski;mobilna;ul. Białoruska;;53.903814;14.279628
99495;ZpSwinMatejkMOB;PL0831A;Świnoujście, ul. J. Matejki;;2022-12-28;2023-12-20;tło;miejski;mobilna;ul. J. Matejki;;53.915675;14.246575
99495;ZpSwinoujscieWSSE;PL0475A;Świnoujście;;1992-01-01;2009-06-29;tło;miejski;kontenerowa stacjonarna;ul. Żeromskiego 27;;53.921851;14.23995
100221;ZpSzcStorkowoDO;PL0313A;Storkowo;;2008-01-01;2012-01-01;tło;pozamiejski;kontenerowa stacjonarna;ul. Storkowo;;53.779722;16.497222
101501;ZpSzcSzczecinek009;PL0536A;Szczecinek_Artyleryjska;;2010-01-01;2015-01-01;tło;miejski;wolnostojący pobornik pyłu;ul. Artyleryjska 9;;53.701978;16.707069
101501;ZpSzcSzczecinekPSSE;PL0300A;Szczecinek_PSSE;;2007-01-01;2010-01-01;tło;miejski;kontenerowa stacjonarna;ul. Artyleryjska 9;;53.701978;16.706069
101501;ZpSzcSzczecinekWSSE;;Szczecinek;;1992-01-01;2005-01-01;tło;miejski;w budynku;ul. 28 Lutego;;53.700083;16.701065
99539;ZpSzczAndrze;PL0248A;Szczecin, ul. Andrzejewskiego;ZpSzczecin001, ZpSzczAndr01;2004-12-31;;tło;miejski;kontenerowa stacjonarna;ul. Andrzejewskiego 23;;53.380975;14.663347
99539;ZpSzczBudzWosMOB;PL0715A;Szczecin_Budzysza Wosia;;2019-03-04;2020-01-02;tło;miejski;mobilna;ul. Budzysza Wosia;;53.446761;14.507294
101501;ZpSzczec1Maj;PL0535A;Szczecinek, ul. 1 Maja;ZpSzcSzczecinek008;2009-12-11;;tło;miejski;wolnostojący pobornik pyłu;ul. 1 Maja 22;;53.712114;16.692517
99539;ZpSzczecinDO;PL0486A;Szczecin_Żółkiewskiego;;2009-01-01;2012-01-01;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Żółkiewskiego 12a;;53.428815;14.532333
99539;ZpSzczecinLukasza;;Szczecin_Łukasza;;2002-12-31;2005-01-01;tło;miejski;kontenerowa stacjonarna;ul. Św. Łukasza 7;;53.443477;14.552232
99539;ZpSzczecinWSSE;PL0183A;Szczecin_WojskaPolskiego;;1992-01-01;2010-01-01;tło;miejski;kontenerowa stacjonarna;ul. Wincentego Pola 6;;53.45078;14.514745
101501;ZpSzczecPrze;PL0574A;Szczecinek, ul. Przemysłowa;ZpSzcSzczecinek010;2011-01-01;;przemysłowa;miejski;kontenerowa stacjonarna;ul. Przemysłowa 5;;53.698902;16.704556
99539;ZpSzczLacz04;PL0251A;Szczecin_Łączna;ZpSzczecin004;2004-12-31;;tło;podmiejski;kontenerowa stacjonarna;ul. Łączna;;53.470889;14.55625
99539;ZpSzczPilsud;PL0249A;Szczecin, ul. Piłsudskiego;ZpSzczecin002, ZpSzczPils02;2004-12-31;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Piłsudskiego 1;;53.432169;14.5539
99539;ZpSzczWSSEEnerg;;Energetyków;;1992-01-01;2003-12-31;komunikacyjna;miejski;w budynku;ul. Energetyków 2;;53.420475;14.561934
99539;ZpSzczWSSESped6;;Spedytorska;;1992-01-01;2004-01-01;tło;miejski;kontenerowa stacjonarna;ul. Spedytorska 6;;53.415043;14.555347
100514;ZpWalWalczWSSE;;Wałcz;;1992-01-01;2005-01-01;tło;miejski;w budynku;ul. Bydgoska 86;;53.263667;16.492596
100986;ZpWiduBulRyb;PL0182A;Widuchowa;ZpGryfWiduchowa003;2003-01-01;;tło;pozamiejski;kontenerowa stacjonarna;ul. Bulwary Rybackie 1;;53.122325;14.382245
